id,account_id,occurred_at,channel_name
273,1261,2015-07-03 18:09:00,direct
274,1261,2015-08-02 23:16:00,direct
275,1261,2015-08-31 20:27:00,direct
276,1261,2015-09-29 11:37:00,direct
277,1261,2015-10-29 03:42:00,direct
278,1261,2015-11-27 01:30:00,direct
279,1261,2015-12-27 18:48:00,direct
280,1261,2016-01-26 03:17:00,direct
281,1261,2016-02-25 12:57:00,direct
282,1261,2016-03-26 09:05:00,direct
283,1261,2016-04-24 02:03:00,direct
284,1261,2016-05-23 17:58:00,direct
285,1261,2016-06-22 01:51:00,direct
286,1261,2016-07-21 09:21:00,direct
287,1261,2016-08-19 11:48:00,direct
288,1261,2016-09-18 03:56:00,direct
289,1261,2016-10-17 08:11:00,direct
290,1261,2016-11-15 18:50:00,direct
291,1261,2016-12-15 04:58:00,direct
292,1271,2015-10-28 11:49:00,direct
293,1271,2015-11-26 05:58:00,direct
294,1281,2013-12-05 20:17:00,direct
295,1281,2014-01-03 23:30:00,direct
296,1281,2014-02-02 03:37:00,direct
297,1281,2014-03-03 07:22:00,direct
298,1281,2014-04-01 11:31:00,direct
299,1281,2014-05-01 21:35:00,direct
300,1281,2014-05-30 22:51:00,direct
301,1281,2014-06-29 21:35:00,direct
302,1281,2014-07-28 16:18:00,direct
303,1281,2014-08-26 21:18:00,direct
304,1281,2014-09-25 04:23:00,direct
305,1281,2014-10-25 07:31:00,direct
306,1281,2014-11-24 16:19:00,direct
307,1281,2014-12-24 08:00:00,direct
308,1281,2015-01-23 07:12:00,direct
309,1281,2015-02-22 03:03:00,direct
310,1281,2015-03-24 15:41:00,direct
311,1281,2015-04-23 16:00:00,direct
312,1281,2015-05-22 01:50:00,direct
313,1281,2015-06-20 18:05:00,direct
314,1281,2015-07-20 00:49:00,direct
315,1281,2015-08-19 13:22:00,direct
316,1281,2015-09-18 07:38:00,direct
317,1281,2015-10-18 00:30:00,direct
318,1281,2015-11-16 17:20:00,direct
319,1281,2015-12-16 16:23:00,direct
320,1281,2016-01-15 06:57:00,direct
321,1281,2016-02-13 23:34:00,direct
322,1281,2016-03-14 21:18:00,direct
323,1281,2016-04-13 12:19:00,direct
324,1281,2016-05-13 09:12:00,direct
325,1281,2016-06-12 17:53:00,direct
326,1281,2016-07-12 19:18:00,direct
327,1281,2016-08-11 03:34:00,direct
328,1281,2016-09-10 14:41:00,direct
329,1281,2016-10-09 20:54:00,direct
330,1281,2016-11-08 15:23:00,direct
331,1281,2016-12-08 09:52:00,direct
332,1291,2015-05-06 01:25:00,direct
333,1291,2015-06-04 14:51:00,direct
334,1291,2015-07-04 19:07:00,direct
335,1291,2015-08-03 08:19:00,direct
336,1291,2015-09-01 16:25:00,direct
337,1291,2015-10-01 07:14:00,direct
338,1291,2015-10-30 02:30:00,direct
339,1291,2015-11-28 17:06:00,direct
340,1291,2015-12-27 05:22:00,direct
341,1291,2016-01-26 18:23:00,direct
342,1291,2016-02-25 09:14:00,direct
343,1291,2016-03-25 09:02:00,direct
344,1291,2016-04-23 15:43:00,direct
345,1291,2016-05-22 20:43:00,direct
346,1291,2016-06-20 02:27:00,direct
347,1291,2016-07-19 04:56:00,direct
348,1291,2016-08-18 07:43:00,direct
349,1291,2016-09-17 11:23:00,direct
350,1291,2016-10-17 08:27:00,direct
351,1291,2016-11-16 19:21:00,direct
352,1291,2016-12-15 09:14:00,direct
353,1301,2013-12-08 07:03:00,direct
354,1301,2014-01-07 01:15:00,direct
355,1301,2014-02-05 13:40:00,direct
356,1301,2014-03-06 13:16:00,direct
357,1301,2014-04-05 06:44:00,direct
358,1301,2014-05-04 11:34:00,direct
359,1301,2014-06-02 05:44:00,direct
360,1301,2014-07-01 10:17:00,direct
361,1301,2014-07-31 13:06:00,direct
362,1301,2014-08-30 04:23:00,direct
363,1301,2014-09-29 06:40:00,direct
364,1301,2014-10-28 02:46:00,direct
365,1301,2014-11-26 15:03:00,direct
366,1301,2014-12-26 02:28:00,direct
367,1301,2015-01-24 05:39:00,direct
368,1301,2015-02-22 08:11:00,direct
369,1301,2015-03-23 01:11:00,direct
370,1301,2015-04-21 21:41:00,direct
371,1301,2015-05-21 10:12:00,direct
372,1301,2015-06-20 05:43:00,direct
373,1301,2015-07-20 13:26:00,direct
374,1301,2015-08-19 00:17:00,direct
375,1301,2015-09-17 13:36:00,direct
376,1301,2015-10-16 21:01:00,direct
377,1301,2015-11-14 06:13:00,direct
378,1301,2015-12-13 20:44:00,direct
379,1301,2016-01-11 20:50:00,direct
380,1301,2016-02-09 09:07:00,direct
381,1301,2016-03-10 22:41:00,direct
382,1301,2016-04-08 00:56:00,direct
383,1301,2016-05-07 23:16:00,direct
384,1301,2016-06-05 13:07:00,direct
385,1301,2016-07-04 20:28:00,direct
386,1301,2016-08-02 06:11:00,direct
387,1301,2016-09-01 00:02:00,direct
388,1301,2016-10-01 23:53:00,direct
389,1301,2016-10-31 04:34:00,direct
390,1301,2016-11-29 20:43:00,direct
391,1301,2016-12-29 01:29:00,direct
392,1311,2016-07-07 13:47:00,direct
393,1311,2016-08-06 23:06:00,direct
394,1311,2016-09-05 21:33:00,direct
395,1311,2016-10-04 14:13:00,direct
396,1311,2016-11-03 22:39:00,direct
397,1311,2016-12-02 22:28:00,direct
398,1311,2017-01-01 05:19:00,direct
399,1321,2015-12-15 20:28:00,direct
400,1321,2016-01-13 12:59:00,direct
401,1321,2016-02-12 02:44:00,direct
402,1321,2016-03-12 05:02:00,direct
403,1321,2016-04-10 10:44:00,direct
404,1321,2016-05-10 07:40:00,direct
405,1321,2016-06-09 08:05:00,direct
406,1321,2016-07-08 00:34:00,direct
407,1321,2016-08-07 10:15:00,direct
408,1321,2016-09-05 08:54:00,direct
409,1321,2016-10-05 04:39:00,direct
410,1321,2016-11-03 02:51:00,direct
411,1321,2016-12-03 13:03:00,direct
412,1321,2017-01-01 09:26:00,direct
413,1331,2016-08-18 11:05:00,direct
414,1331,2016-09-16 08:02:00,direct
415,1331,2016-10-15 02:42:00,direct
416,1331,2016-11-14 13:32:00,direct
417,1331,2016-12-13 20:57:00,direct
418,1341,2016-08-28 11:25:00,direct
419,1341,2016-09-26 22:15:00,direct
420,1341,2016-10-26 00:11:00,direct
421,1341,2016-11-24 21:02:00,direct
422,1341,2016-12-23 17:48:00,direct
423,1351,2016-08-21 13:07:00,direct
424,1351,2016-09-19 11:49:00,direct
425,1351,2016-10-18 03:50:00,direct
426,1351,2016-11-16 21:29:00,direct
427,1351,2016-12-15 04:31:00,direct
428,1361,2016-09-01 02:32:00,direct
429,1361,2016-09-30 13:33:00,direct
430,1361,2016-10-29 22:31:00,direct
431,1361,2016-11-27 15:39:00,direct
432,1371,2015-08-15 13:11:00,direct
433,1371,2015-09-14 09:22:00,direct
434,1371,2015-10-14 15:27:00,direct
435,1371,2015-11-13 16:52:00,direct
436,1371,2015-12-12 13:13:00,direct
437,1371,2016-01-10 06:19:00,direct
438,1371,2016-02-09 10:30:00,direct
439,1371,2016-03-09 11:55:00,direct
440,1371,2016-04-07 03:22:00,direct
441,1371,2016-05-07 12:08:00,direct
442,1371,2016-06-06 13:15:00,direct
443,1371,2016-07-05 00:21:00,direct
444,1371,2016-08-04 11:00:00,direct
445,1371,2016-09-02 05:19:00,direct
446,1371,2016-10-02 08:00:00,direct
447,1371,2016-11-01 12:38:00,direct
448,1371,2016-12-01 00:31:00,direct
449,1371,2016-12-31 16:58:00,direct
450,1381,2016-11-12 12:10:00,direct
451,1381,2016-12-11 17:46:00,direct
452,1391,2016-10-07 19:54:00,direct
453,1391,2016-11-05 09:24:00,direct
454,1391,2016-12-04 00:21:00,direct
455,1401,2013-12-12 16:19:00,direct
456,1401,2014-01-11 15:32:00,direct
457,1401,2014-02-10 16:06:00,direct
458,1401,2014-03-11 12:32:00,direct
459,1401,2014-04-10 00:00:00,direct
460,1401,2014-05-10 20:16:00,direct
461,1401,2014-06-09 13:33:00,direct
462,1401,2014-07-09 22:52:00,direct
463,1401,2014-08-07 02:28:00,direct
464,1401,2014-09-05 07:08:00,direct
465,1401,2014-10-05 01:10:00,direct
466,1401,2014-11-03 03:01:00,direct
467,1401,2014-12-02 11:03:00,direct
468,1401,2015-01-01 18:29:00,direct
469,1401,2015-01-31 19:37:00,direct
470,1401,2015-03-01 12:11:00,direct
471,1401,2015-03-31 12:53:00,direct
472,1401,2015-04-29 07:08:00,direct
473,1401,2015-05-29 17:12:00,direct
474,1401,2015-06-28 11:22:00,direct
475,1401,2015-07-27 15:25:00,direct
476,1401,2015-08-26 12:40:00,direct
477,1401,2015-09-25 09:25:00,direct
478,1401,2015-10-25 21:49:00,direct
479,1401,2015-11-23 22:28:00,direct
480,1401,2015-12-23 10:17:00,direct
481,1401,2016-01-22 04:30:00,direct
482,1401,2016-02-20 18:31:00,direct
483,1401,2016-03-21 06:27:00,direct
484,1401,2016-04-19 02:54:00,direct
485,1401,2016-05-18 00:09:00,direct
486,1401,2016-06-16 02:53:00,direct
487,1401,2016-07-16 04:22:00,direct
488,1401,2016-08-15 06:49:00,direct
489,1401,2016-09-14 18:39:00,direct
490,1401,2016-10-14 13:07:00,direct
491,1401,2016-11-12 07:05:00,direct
492,1401,2016-12-12 03:32:00,direct
493,1411,2013-12-30 21:37:00,direct
494,1411,2014-01-29 20:56:00,direct
495,1411,2014-02-28 19:45:00,direct
496,1411,2014-03-30 18:24:00,direct
497,1411,2014-04-28 21:13:00,direct
498,1411,2014-05-27 20:43:00,direct
499,1411,2014-06-26 06:28:00,direct
500,1411,2014-07-26 15:44:00,direct
501,1411,2014-08-24 07:43:00,direct
502,1411,2014-09-23 13:02:00,direct
503,1411,2014-10-23 20:42:00,direct
504,1411,2014-11-21 09:55:00,direct
505,1411,2014-12-20 01:47:00,direct
506,1411,2015-01-19 20:32:00,direct
507,1411,2015-02-18 17:00:00,direct
508,1411,2015-03-19 20:50:00,direct
509,1411,2015-04-17 17:42:00,direct
510,1411,2015-05-16 22:58:00,direct
511,1411,2015-06-15 10:28:00,direct
512,1411,2015-07-14 03:19:00,direct
513,1411,2015-08-13 10:04:00,direct
514,1411,2015-09-11 14:42:00,direct
515,1411,2015-10-10 19:53:00,direct
516,1411,2015-11-08 09:20:00,direct
517,1411,2015-12-08 20:54:00,direct
518,1411,2016-01-06 08:34:00,direct
519,1411,2016-02-04 02:33:00,direct
520,1411,2016-03-05 22:59:00,direct
521,1411,2016-04-04 04:54:00,direct
522,1411,2016-05-03 23:53:00,direct
523,1411,2016-06-02 03:48:00,direct
524,1411,2016-07-02 10:04:00,direct
525,1411,2016-08-01 23:33:00,direct
526,1411,2016-08-31 20:48:00,direct
527,1411,2016-09-30 19:34:00,direct
528,1411,2016-10-29 22:28:00,direct
529,1411,2016-11-28 12:23:00,direct
530,1411,2016-12-28 04:05:00,direct
531,1421,2014-01-01 12:53:00,direct
532,1421,2014-01-30 12:16:00,direct
533,1421,2014-02-28 19:08:00,direct
534,1421,2014-03-30 00:36:00,direct
535,1421,2014-04-28 22:19:00,direct
536,1421,2014-05-28 01:27:00,direct
537,1421,2014-06-27 13:05:00,direct
538,1421,2014-07-26 21:06:00,direct
539,1421,2014-08-25 15:38:00,direct
540,1421,2014-09-24 06:00:00,direct
541,1421,2014-10-24 06:45:00,direct
542,1421,2014-11-23 04:04:00,direct
543,1421,2014-12-22 09:20:00,direct
544,1421,2015-01-20 15:00:00,direct
545,1421,2015-02-19 09:46:00,direct
546,1421,2015-03-20 16:58:00,direct
547,1421,2015-04-19 21:09:00,direct
548,1421,2015-05-19 03:34:00,direct
549,1421,2015-06-17 12:55:00,direct
550,1421,2015-07-17 13:34:00,direct
551,1421,2015-08-16 09:12:00,direct
552,1421,2015-09-15 17:54:00,direct
553,1421,2015-10-14 00:32:00,direct
554,1421,2015-11-13 08:55:00,direct
555,1421,2015-12-12 01:04:00,direct
556,1421,2016-01-10 22:16:00,direct
557,1421,2016-02-09 19:56:00,direct
558,1421,2016-03-10 05:02:00,direct
559,1421,2016-04-08 22:48:00,direct
560,1421,2016-05-07 16:16:00,direct
561,1421,2016-06-06 11:44:00,direct
562,1421,2016-07-05 00:17:00,direct
563,1421,2016-08-03 19:15:00,direct
564,1421,2016-09-02 21:16:00,direct
565,1421,2016-10-02 02:09:00,direct
566,1421,2016-11-01 09:23:00,direct
567,1421,2016-12-01 21:19:00,direct
568,1421,2016-12-31 21:09:00,direct
569,1431,2016-03-28 10:58:00,direct
570,1431,2016-04-27 05:28:00,direct
571,1431,2016-05-26 13:40:00,direct
572,1431,2016-06-25 09:49:00,direct
573,1441,2013-12-28 12:47:00,direct
574,1441,2014-01-27 13:31:00,direct
575,1441,2014-02-25 21:07:00,direct
576,1441,2014-03-27 15:07:00,direct
577,1441,2014-04-26 16:49:00,direct
578,1441,2014-05-25 01:00:00,direct
579,1441,2014-06-23 09:40:00,direct
580,1441,2014-07-22 21:54:00,direct
581,1441,2014-08-21 13:17:00,direct
582,1441,2014-09-19 01:37:00,direct
583,1441,2014-10-18 00:29:00,direct
584,1441,2014-11-16 08:28:00,direct
585,1441,2014-12-16 18:38:00,direct
586,1441,2015-01-15 05:05:00,direct
587,1441,2015-02-13 04:23:00,direct
588,1441,2015-03-14 04:38:00,direct
589,1441,2015-04-13 07:06:00,direct
590,1441,2015-05-12 01:34:00,direct
591,1441,2015-06-10 01:31:00,direct
592,1441,2015-07-09 16:13:00,direct
593,1441,2015-08-08 18:08:00,direct
594,1441,2015-09-06 17:49:00,direct
595,1441,2015-10-06 08:34:00,direct
596,1441,2015-11-04 08:19:00,direct
597,1441,2015-12-04 19:44:00,direct
598,1441,2016-01-03 18:13:00,direct
599,1441,2016-02-01 23:19:00,direct
600,1441,2016-03-02 02:44:00,direct
601,1441,2016-04-01 15:49:00,direct
602,1441,2016-05-01 12:43:00,direct
603,1441,2016-05-31 19:31:00,direct
604,1441,2016-06-29 01:48:00,direct
605,1441,2016-07-29 08:14:00,direct
606,1441,2016-08-28 11:05:00,direct
607,1441,2016-09-27 23:47:00,direct
608,1451,2014-05-04 09:44:00,direct
609,1451,2014-06-03 13:11:00,direct
610,1451,2014-07-02 09:13:00,direct
611,1451,2014-08-01 02:26:00,direct
612,1451,2014-08-31 16:15:00,direct
613,1451,2014-09-30 09:25:00,direct
614,1451,2014-10-30 13:44:00,direct
615,1451,2014-11-29 23:40:00,direct
616,1451,2014-12-29 07:30:00,direct
617,1451,2015-01-28 07:51:00,direct
618,1451,2015-02-26 05:55:00,direct
619,1451,2015-03-27 03:28:00,direct
620,1451,2015-04-26 10:59:00,direct
621,1451,2015-05-25 10:02:00,direct
622,1451,2015-06-24 17:52:00,direct
623,1451,2015-07-24 23:40:00,direct
624,1451,2015-08-23 12:51:00,direct
625,1451,2015-09-21 12:10:00,direct
626,1451,2015-10-20 09:23:00,direct
627,1451,2015-11-18 01:55:00,direct
628,1451,2015-12-17 19:34:00,direct
629,1451,2016-01-15 01:10:00,direct
630,1451,2016-02-13 08:47:00,direct
631,1451,2016-03-14 18:25:00,direct
632,1451,2016-04-12 16:15:00,direct
633,1451,2016-05-11 18:52:00,direct
634,1451,2016-06-10 12:42:00,direct
635,1451,2016-07-10 10:42:00,direct
636,1451,2016-08-09 03:48:00,direct
637,1451,2016-09-08 04:17:00,direct
638,1451,2016-10-08 14:24:00,direct
639,1451,2016-11-07 03:44:00,direct
640,1451,2016-12-06 00:00:00,direct
641,1461,2015-12-12 01:10:00,direct
642,1461,2016-01-10 19:23:00,direct
643,1461,2016-02-09 21:22:00,direct
644,1461,2016-03-10 04:20:00,direct
645,1461,2016-04-08 05:01:00,direct
646,1461,2016-05-07 02:16:00,direct
647,1461,2016-06-05 16:47:00,direct
648,1461,2016-07-04 04:57:00,direct
649,1461,2016-08-02 09:46:00,direct
650,1461,2016-08-31 18:51:00,direct
651,1461,2016-09-30 04:59:00,direct
652,1461,2016-10-29 20:12:00,direct
653,1461,2016-11-27 11:59:00,direct
654,1461,2016-12-26 10:48:00,direct
655,1471,2017-01-01 06:03:00,direct
656,1481,2016-12-19 12:21:00,direct
657,1491,2015-02-15 16:04:00,direct
658,1491,2015-03-17 22:32:00,direct
659,1491,2015-04-15 13:52:00,direct
660,1491,2015-05-15 02:25:00,direct
661,1491,2015-06-13 21:33:00,direct
662,1491,2015-07-12 21:40:00,direct
663,1491,2015-08-10 08:41:00,direct
664,1491,2015-09-08 14:10:00,direct
665,1491,2015-10-08 00:26:00,direct
